,ad_id,reporting_start,campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,conversion_rate,clr,cpc
231,776552,2017-08-22,936,30-34,F,16,17,18,21596,2,2,1,0,4.630487127245786e-05,9.260974254491573e-05,1.0
232,776553,2017-08-22,936,30-34,F,16,21,17,66765,8,11,1,0,1.4977907586310192e-05,0.00011982326069048154,1.375
233,776563,2017-08-23,936,30-34,F,7,9,13,1369,0,0,1,1,0.0007304601899196494,0.0,0.0
234,776579,2017-08-23,936,30-34,F,10,13,14,26910,5,7,1,0,3.716090672612412e-05,0.0001858045336306206,1.4
235,776603,2017-08-23,936,30-34,F,2,3,6,506,0,0,1,0,0.001976284584980237,0.0,0.0
236,776615,2017-08-23,936,45-49,M,63,66,68,11988,3,4,1,0,8.341675008341675e-05,0.00025025025025025025,1.3333333333333333
237,776623,2017-08-23,936,45-49,M,64,69,65,19353,6,9,1,1,5.167157546633597e-05,0.0003100294527980158,1.5
238,776631,2017-08-23,936,40-44,M,29,35,33,10960,2,2,1,0,9.124087591240875e-05,0.0001824817518248175,1.0
239,776643,2017-08-23,936,30-34,M,15,18,18,33491,6,10,2,1,5.971753605446239e-05,0.00017915260816338719,1.6666666666666667
240,776644,2017-08-23,936,30-34,M,15,21,20,20083,2,3,2,1,9.958671513220136e-05,9.958671513220136e-05,1.5
241,776659,2017-08-23,936,30-34,M,16,19,22,8817,0,0,1,1,0.00011341726210729273,0.0,0.0
242,776661,2017-08-23,936,30-34,M,16,18,22,15466,1,0,1,0,6.46579593948015e-05,6.46579593948015e-05,0.0
243,776662,2017-08-22,936,30-34,M,16,18,22,27072,3,4,1,0,3.693853427895981e-05,0.00011081560283687943,1.3333333333333333
244,776663,2017-08-22,936,30-34,M,16,19,22,15753,1,0,1,1,6.347997206881229e-05,6.347997206881229e-05,0.0
245,776668,2017-08-22,936,40-44,M,19,21,24,3523,1,1,1,1,0.0002838489923360772,0.0002838489923360772,1.0
246,776685,2017-08-22,936,40-44,M,16,22,17,7745,0,0,1,0,0.0001291155584247902,0.0,0.0
247,776686,2017-08-22,936,40-44,M,16,17,21,18709,2,3,1,0,5.345021112833396e-05,0.00010690042225666791,1.5
248,776687,2017-08-23,936,40-44,M,16,20,20,8022,0,0,2,1,0.0002493143854400399,0.0,0.0
249,776696,2017-08-22,936,30-34,M,10,11,12,7966,1,1,1,1,0.00012553351744915893,0.00012553351744915893,1.0
250,776697,2017-08-22,936,30-34,M,10,14,13,4132,0,0,1,1,0.0002420135527589545,0.0,0.0
251,776698,2017-08-22,936,30-34,M,10,14,16,12785,3,4,2,1,0.0001564333202972233,0.00023464998044583498,1.3333333333333333
252,776699,2017-08-27,936,30-34,M,10,16,16,8213,1,1,1,1,0.00012175818823815901,0.00012175818823815901,1.0
253,776722,2017-08-27,936,30-34,M,2,4,7,545,0,0,1,1,0.001834862385321101,0.0,0.0
254,776725,2017-08-22,936,40-44,M,23,26,27,2479,1,1,1,0,0.0004033884630899556,0.0004033884630899556,1.0
255,776780,2017-08-22,936,40-44,M,2,4,3,3812,2,3,1,0,0.00026232948583420777,0.0005246589716684155,1.5
256,776793,2017-08-22,936,45-49,M,21,23,26,1609,0,0,1,0,0.0006215040397762585,0.0,0.0
257,776799,2017-08-22,936,45-49,M,20,22,26,10257,3,3,1,1,9.749439407234084e-05,0.0002924831822170225,1.0
258,776817,2017-08-22,936,40-44,M,10,14,16,12356,4,6,1,0,8.09323405632891e-05,0.0003237293622531564,1.5
259,776825,2017-08-23,936,45-49,M,18,23,20,7410,1,1,1,0,0.0001349527665317139,0.0001349527665317139,1.0
260,776829,2017-08-23,936,45-49,M,16,20,19,140098,28,46,1,0,7.137860640408856e-06,0.000199860097931448,1.6428571428571428
261,776831,2017-08-22,936,45-49,M,16,18,20,107021,20,34,1,0,9.343960531110716e-06,0.00018687921062221434,1.7
262,776840,2017-08-22,936,35-39,M,36,38,40,2797,1,1,1,0,0.0003575259206292456,0.0003575259206292456,1.0
263,776861,2017-08-22,936,45-49,M,7,9,12,16461,6,9,1,0,6.074965068950854e-05,0.00036449790413705123,1.5
264,776892,2017-08-30,936,40-44,M,63,66,69,17488,5,7,1,0,5.7182067703568164e-05,0.0002859103385178408,1.4
265,776928,2017-08-30,936,35-39,M,10,11,15,9750,2,1,1,1,0.00010256410256410256,0.00020512820512820512,0.5
266,776935,2017-08-30,936,45-49,M,36,41,38,1136,0,0,1,1,0.0008802816901408451,0.0,0.0
267,777105,2017-08-30,936,45-49,M,63,67,67,4333,1,0,1,1,0.00023078698361412417,0.00023078698361412417,0.0
268,777130,2017-08-30,936,35-39,M,16,21,22,6260,0,0,1,0,0.0001597444089456869,0.0,0.0
269,777131,2017-08-22,936,35-39,M,16,19,21,6359,0,0,1,0,0.00015725743041358704,0.0,0.0
270,777166,2017-08-30,936,30-34,M,63,69,65,2383,0,0,1,1,0.000419639110365086,0.0,0.0
271,777187,2017-08-30,936,40-44,M,27,31,28,11292,3,5,1,1,8.855827134254339e-05,0.00026567481402763017,1.6666666666666667
272,777198,2017-08-30,936,30-34,M,64,70,69,12729,4,5,1,0,7.85607667530835e-05,0.000314243067012334,1.25
273,777200,2017-08-23,936,30-34,M,64,69,70,1898,0,0,1,1,0.0005268703898840885,0.0,0.0
274,777201,2017-08-23,936,30-34,M,64,69,65,1882,0,0,1,1,0.0005313496280552603,0.0,0.0
275,777235,2017-08-24,936,30-34,M,65,66,67,2883,1,0,1,1,0.000346860908775581,0.000346860908775581,0.0
276,777248,2017-08-24,936,30-34,F,7,9,10,3989,1,1,1,0,0.000250689395838556,0.000250689395838556,1.0
277,777261,2017-08-24,936,40-44,M,29,31,34,19603,4,5,1,1,5.101260011222772e-05,0.00020405040044891087,1.25
278,777382,2017-08-25,936,40-44,M,24,26,27,3047,1,1,1,0,0.0003281916639317361,0.0003281916639317361,1.0
279,777398,2017-08-25,936,35-39,M,24,27,30,3029,1,1,1,1,0.0003301419610432486,0.0003301419610432486,1.0
280,777410,2017-08-25,936,45-49,M,26,29,28,3490,1,1,1,1,0.00028653295128939826,0.00028653295128939826,1.0
281,777482,2017-08-25,936,45-49,M,28,32,32,2479,0,0,1,0,0.0004033884630899556,0.0,0.0
282,777495,2017-08-25,936,40-44,M,19,25,25,19581,7,10,2,0,0.00010213982942648486,0.000357489402992697,1.4285714285714286
283,777519,2017-08-24,936,45-49,M,29,34,32,19537,5,6,1,0,5.1184931156267594e-05,0.00025592465578133796,1.2
284,777625,2017-08-24,936,45-49,M,16,17,19,59433,12,19,3,0,5.0477007722982184e-05,0.00020190803089192874,1.5833333333333333
285,777627,2017-08-23,936,45-49,M,16,17,19,157534,33,56,2,0,1.2695672045399724e-05,0.00020947858874909543,1.696969696969697
286,777638,2017-08-23,936,40-44,M,7,10,12,1781,0,0,1,1,0.0005614823133071309,0.0,0.0
287,777670,2017-08-23,936,40-44,M,16,19,19,23769,4,6,1,0,4.207160587319618e-05,0.00016828642349278473,1.5
288,777673,2017-08-23,936,40-44,M,16,18,17,7101,0,0,1,0,0.0001408252358822701,0.0,0.0
289,777742,2017-08-23,936,35-39,M,64,69,68,4726,1,1,1,1,0.00021159542953872197,0.00021159542953872197,1.0
290,777758,2017-08-24,936,30-34,M,19,20,20,5209,1,0,2,0,0.0003839508542906508,0.0001919754271453254,0.0
291,777794,2017-08-24,936,30-34,M,18,23,24,13473,3,2,3,0,0.00022266755733689602,0.00022266755733689602,0.6666666666666666
292,777816,2017-08-23,936,40-44,M,2,7,7,500,0,0,1,1,0.002,0.0,0.0
293,777871,2017-08-23,936,30-34,M,20,26,23,4616,1,1,1,0,0.0002166377816291161,0.0002166377816291161,1.0
294,777904,2017-08-30,936,30-34,M,31,32,33,3279,0,0,1,0,0.0003049710277523635,0.0,0.0
295,777905,2017-08-30,936,30-34,M,31,36,36,3288,0,0,1,0,0.00030413625304136254,0.0,0.0
296,778037,2017-08-28,936,35-39,M,27,29,28,14615,4,6,1,0,6.842285323297981e-05,0.00027369141293191924,1.5
297,778048,2017-08-28,936,30-34,M,27,28,29,56615,12,19,2,0,3.532632694515588e-05,0.00021195796167093527,1.5833333333333333
298,778085,2017-08-28,936,30-34,M,26,32,31,11735,3,4,1,1,8.521516829995739e-05,0.00025564550489987217,1.3333333333333333
299,778087,2017-08-28,936,30-34,M,26,30,32,15910,5,6,1,0,6.285355122564425e-05,0.00031426775612822125,1.2
300,778112,2017-08-28,936,35-39,M,29,33,35,11446,2,3,1,1,8.736676568233443e-05,0.00017473353136466887,1.5
301,778113,2017-08-28,936,35-39,M,29,35,35,4595,0,0,1,0,0.0002176278563656148,0.0,0.0
302,778124,2017-08-28,936,30-34,M,29,34,32,4871,0,0,1,0,0.00020529665366454526,0.0,0.0
303,778148,2017-08-28,936,35-39,M,28,32,30,3199,0,0,1,0,0.00031259768677711783,0.0,0.0
304,778156,2017-08-28,936,30-34,M,28,32,31,9388,2,3,1,0,0.00010651896037494674,0.00021303792074989347,1.5
305,778161,2017-08-27,936,30-34,M,28,31,33,17954,6,7,2,1,0.00011139578923916676,0.0003341873677175003,1.1666666666666667
306,778208,2017-08-27,936,40-44,F,29,32,32,2755,0,0,1,0,0.0003629764065335753,0.0,0.0
307,778264,2017-08-27,936,40-44,F,27,31,30,8152,1,0,1,0,0.0001226692836113837,0.0001226692836113837,0.0
308,778266,2017-08-27,936,40-44,F,27,32,28,74542,19,34,1,0,1.3415255828928657e-05,0.00025488986074964447,1.7894736842105263
309,778421,2017-08-27,936,40-44,F,20,21,23,6699,2,3,1,0,0.00014927601134497685,0.0002985520226899537,1.5
310,778422,2017-08-27,936,40-44,F,20,25,24,11911,4,3,1,0,8.395600705230459e-05,0.00033582402820921836,0.75
311,778461,2017-08-27,936,40-44,M,29,35,33,10090,2,2,1,1,9.910802775024777e-05,0.00019821605550049553,1.0
312,778471,2017-08-27,936,30-34,M,32,35,36,1273,0,0,1,1,0.0007855459544383347,0.0,0.0
313,778483,2017-08-27,936,40-44,F,18,24,20,24188,5,8,1,0,4.134281461881925e-05,0.00020671407309409625,1.6
314,778529,2017-08-27,936,30-34,M,31,35,33,2214,0,0,1,0,0.00045167118337850043,0.0,0.0
315,778556,2017-08-28,936,40-44,M,32,35,38,9735,4,4,1,1,0.00010272213662044171,0.00041088854648176684,1.0
316,778590,2017-08-28,936,30-34,M,30,36,36,1371,0,0,1,1,0.0007293946024799417,0.0,0.0
317,778600,2017-08-29,936,40-44,F,22,23,25,10750,4,5,1,0,9.302325581395348e-05,0.00037209302325581393,1.25
318,778626,2017-08-29,936,30-34,M,29,33,35,7629,1,0,1,1,0.00013107877834578582,0.00013107877834578582,0.0
319,778628,2017-08-29,936,30-34,M,29,35,30,4608,0,0,1,0,0.00021701388888888888,0.0,0.0
320,778674,2017-08-29,936,35-39,M,29,31,30,3732,0,0,1,0,0.0002679528403001072,0.0,0.0
321,778689,2017-08-30,936,30-34,M,28,32,32,7453,1,1,1,1,0.0001341741580571582,0.0001341741580571582,1.0
322,778722,2017-08-30,936,35-39,F,64,70,67,41785,14,19,1,0,2.3932033026205577e-05,0.0003350484623668781,1.3571428571428572
323,778737,2017-08-30,936,35-39,M,27,32,30,8077,2,3,1,1,0.0001238083446824316,0.0002476166893648632,1.5
324,778756,2017-08-30,936,35-39,F,63,65,65,5602,1,1,1,0,0.0001785076758300607,0.0001785076758300607,1.0
325,778804,2017-08-30,936,30-34,M,26,29,29,6184,2,2,1,1,0.00016170763260025875,0.0003234152652005175,1.0
326,778808,2017-08-29,936,30-34,M,26,28,29,1738,0,0,1,0,0.0005753739930955121,0.0,0.0
327,778964,2017-08-29,936,35-39,F,27,33,28,112460,25,41,1,0,8.89205050684688e-06,0.00022230126267117198,1.64
328,779057,2017-08-29,936,40-44,M,15,21,21,4414,0,0,1,0,0.00022655188038060717,0.0,0.0
329,779106,2017-08-28,936,35-39,F,30,35,36,14670,7,9,1,0,6.81663258350375e-05,0.00047716428084526244,1.2857142857142858
330,779438,2017-08-28,936,30-34,F,64,66,69,33144,9,13,1,0,3.017137340091721e-05,0.0002715423606082549,1.4444444444444444
331,779453,2017-08-29,936,45-49,M,64,68,70,4397,1,0,1,0,0.00022742779167614282,0.00022742779167614282,0.0
332,779488,2017-08-29,936,45-49,M,65,68,69,1006,0,0,1,0,0.0009940357852882703,0.0,0.0
333,779573,2017-08-29,936,35-39,F,10,13,16,89527,24,32,1,0,1.1169814692774247e-05,0.0002680755526265819,1.3333333333333333
334,779608,2017-08-29,936,35-39,F,15,18,16,2459,0,0,1,0,0.00040666937779585197,0.0,0.0
335,779609,2017-08-29,936,35-39,F,15,20,18,7116,2,1,1,1,0.0001405283867341203,0.0002810567734682406,0.5
336,779622,2017-08-29,936,30-34,F,15,18,17,8613,1,0,2,0,0.0002322071287588529,0.00011610356437942645,0.0
337,779631,2017-08-19,936,35-39,F,16,19,18,9730,1,1,1,0,0.00010277492291880781,0.00010277492291880781,1.0
338,779644,2017-08-19,936,30-34,F,16,20,20,51816,8,10,2,1,3.85981164119191e-05,0.0001543924656476764,1.25
339,779645,2017-08-22,936,30-34,F,16,21,20,27289,3,4,1,0,3.6644801934845545e-05,0.00010993440580453663,1.3333333333333333
340,779715,2017-08-22,936,30-34,F,29,32,33,20409,4,3,1,0,4.899799108236562e-05,0.0001959919643294625,0.75
341,779716,2017-08-22,936,30-34,F,29,32,34,8044,1,1,1,0,0.00012431626056688214,0.00012431626056688214,1.0
342,779738,2017-08-22,936,30-34,F,28,32,33,15645,4,5,1,0,6.391818472355386e-05,0.0002556727388942154,1.25
343,779778,2017-08-22,936,30-34,F,31,37,34,2466,0,0,2,2,0.0008110300081103001,0.0,0.0
344,779789,2017-08-22,936,45-49,M,10,14,13,11611,3,3,1,1,8.612522607871846e-05,0.00025837567823615537,1.0
345,779824,2017-08-22,936,45-49,M,7,13,9,9375,3,4,1,0,0.00010666666666666667,0.00032,1.3333333333333333
346,779871,2017-08-22,936,30-34,F,32,37,34,4402,1,1,1,1,0.00022716946842344388,0.00022716946842344388,1.0
347,779918,2017-08-22,936,30-34,F,18,23,24,8469,2,3,1,0,0.0001180776951233912,0.0002361553902467824,1.5
348,779922,2017-08-22,936,30-34,F,18,22,24,5823,1,1,1,1,0.0001717327837884252,0.0001717327837884252,1.0
349,779944,2017-08-21,936,35-39,M,10,13,16,2549,0,0,1,0,0.00039231071008238524,0.0,0.0
350,779979,2017-08-21,936,35-39,M,16,17,21,25817,4,6,1,0,3.873416740907154e-05,0.00015493666963628617,1.5
351,779995,2017-08-21,936,30-34,F,20,24,25,1961,0,0,1,0,0.0005099439061703213,0.0,0.0
352,780064,2017-08-21,936,30-34,F,22,24,25,2554,0,0,1,0,0.00039154267815191856,0.0,0.0
353,780104,2017-08-21,936,30-34,F,25,27,26,4971,1,1,1,1,0.0002011667672500503,0.0002011667672500503,1.0
354,780199,2017-08-22,936,35-39,F,23,28,27,1030,0,0,1,1,0.000970873786407767,0.0,0.0
355,780318,2017-08-22,936,45-49,F,29,32,31,162341,56,77,3,0,1.8479620059011586e-05,0.00034495290776821627,1.375
356,780323,2017-08-21,936,45-49,F,29,35,34,24542,7,9,1,0,4.074647542987532e-05,0.0002852253280091272,1.2857142857142858
357,780486,2017-08-21,936,30-34,F,65,69,71,2879,0,0,1,1,0.0003473428273706148,0.0,0.0
358,780498,2017-08-22,936,30-34,F,64,65,68,13621,3,4,1,0,7.341604874825637e-05,0.0002202481462447691,1.3333333333333333
359,780511,2017-08-23,936,30-34,F,63,65,66,6175,1,1,2,1,0.00032388663967611336,0.00016194331983805668,1.0
360,780629,2017-08-24,936,30-34,F,28,34,34,2963,0,0,1,0,0.0003374957813027337,0.0,0.0
361,780653,2017-08-24,936,30-34,F,29,33,35,9076,1,1,1,1,0.00011018069634200089,0.00011018069634200089,1.0
362,780655,2017-08-24,936,30-34,F,29,33,34,20941,4,5,1,1,4.7753211403466884e-05,0.00019101284561386754,1.25
363,780666,2017-08-24,936,45-49,F,10,13,13,3462,0,0,1,0,0.00028885037550548814,0.0,0.0
364,780681,2017-08-24,936,30-34,F,26,29,29,4073,0,0,1,1,0.00024551927326295114,0.0,0.0
365,780700,2017-08-18,936,30-34,F,27,33,30,3745,0,0,1,0,0.000267022696929239,0.0,0.0
366,780748,2017-08-18,936,30-34,F,24,26,28,830,0,0,1,0,0.0012048192771084338,0.0,0.0
367,780759,2017-08-18,936,45-49,F,18,24,22,2912,0,0,1,0,0.00034340659340659343,0.0,0.0
368,780760,2017-08-24,936,45-49,F,18,23,22,17167,5,6,1,0,5.8251296091338034e-05,0.00029125648045669016,1.2
369,780797,2017-08-24,936,30-34,F,22,25,25,24491,7,9,1,0,4.0831325793148504e-05,0.00028581928055203954,1.2857142857142858
370,780799,2017-08-23,936,30-34,F,22,24,26,44699,13,17,2,0,4.474373028479384e-05,0.00029083424685115997,1.3076923076923077
371,780821,2017-08-23,936,30-34,F,23,24,25,6469,2,1,1,0,0.0001545833977430824,0.0003091667954861648,0.5
372,780830,2017-08-23,936,45-49,F,16,17,17,16053,3,4,1,1,6.229365227683299e-05,0.00018688095683049897,1.3333333333333333
373,780835,2017-08-23,936,45-49,F,16,21,21,54724,12,17,1,1,1.8273518017688765e-05,0.0002192822162122652,1.4166666666666667
374,780867,2017-08-23,936,30-34,F,21,27,26,4706,1,1,1,0,0.00021249468763280918,0.00021249468763280918,1.0
375,780974,2017-08-23,936,40-44,F,32,38,36,8316,3,4,1,1,0.00012025012025012025,0.00036075036075036075,1.3333333333333333
376,781066,2017-08-23,936,40-44,F,22,26,25,5794,2,2,1,0,0.00017259233690024162,0.00034518467380048324,1.0
377,781114,2017-08-23,936,40-44,F,18,24,22,4813,1,1,1,0,0.00020777062123415748,0.00020777062123415748,1.0
378,781159,2017-08-23,936,40-44,F,10,15,11,85285,26,36,1,0,1.1725391334935804e-05,0.00030486017470833087,1.3846153846153846
379,781162,2017-08-21,936,40-44,F,10,11,13,5839,1,1,1,0,0.00017126220243192326,0.00017126220243192326,1.0
380,781175,2017-08-21,936,40-44,F,15,16,21,5859,1,1,1,0,0.00017067759003242875,0.00017067759003242875,1.0
381,781187,2017-08-18,936,40-44,F,16,22,19,164118,41,59,1,0,6.093176860551555e-06,0.00024982025128261374,1.4390243902439024
382,781195,2017-08-18,936,35-39,F,63,67,69,18234,6,7,1,0,5.4842601733026214e-05,0.0003290556103981573,1.1666666666666667
383,781207,2017-08-18,936,35-39,F,64,67,70,2755,0,0,1,0,0.0003629764065335753,0.0,0.0
384,781303,2017-08-19,936,35-39,F,27,29,30,73676,20,28,1,0,1.3572940984852598e-05,0.00027145881969705196,1.4
385,781305,2017-08-19,936,35-39,F,27,30,28,18421,7,10,1,0,5.428586938819825e-05,0.00038000108571738776,1.4285714285714286
386,781327,2017-08-19,936,35-39,F,29,35,35,164754,49,67,2,1,1.2139310729936754e-05,0.0002974131128834505,1.3673469387755102
387,781353,2017-08-19,936,35-39,F,10,13,15,7449,1,1,1,1,0.00013424620754463686,0.00013424620754463686,1.0
388,781354,2017-08-19,936,35-39,F,10,14,16,6424,1,0,1,0,0.00015566625155666251,0.00015566625155666251,0.0
389,781438,2017-08-18,936,30-34,M,63,65,68,2086,0,0,1,0,0.00047938638542665386,0.0,0.0
390,781470,2017-08-18,936,35-39,M,16,17,18,6016,0,0,1,0,0.00016622340425531914,0.0,0.0
391,781499,2017-08-18,936,35-39,M,15,21,20,6412,1,1,1,0,0.00015595757953836556,0.00015595757953836556,1.0
392,781508,2017-08-24,936,30-34,F,63,68,64,5040,1,1,1,0,0.0001984126984126984,0.0001984126984126984,1.0
393,781556,2017-08-24,936,30-34,F,32,37,36,1772,0,0,1,0,0.000564334085778781,0.0,0.0
394,781559,2017-08-18,936,30-34,F,32,38,34,1783,0,0,1,0,0.0005608524957936063,0.0,0.0
395,781606,2017-08-18,936,35-39,M,20,21,24,8200,3,3,1,0,0.00012195121951219512,0.00036585365853658537,1.0
396,781690,2017-08-18,936,45-49,F,26,28,30,115896,38,49,1,0,8.628425484917513e-06,0.00032788016842686546,1.2894736842105263
397,781811,2017-08-18,936,35-39,F,16,17,22,10186,1,1,1,1,9.817396426467701e-05,9.817396426467701e-05,1.0
398,781857,2017-08-18,936,30-34,M,20,21,24,9134,3,4,2,0,0.0002189621195533173,0.00032844317932997593,1.3333333333333333
399,781858,2017-08-18,936,30-34,M,20,25,22,3385,1,1,1,1,0.0002954209748892171,0.0002954209748892171,1.0
400,781907,2017-08-19,936,45-49,F,21,27,23,1314,0,0,1,0,0.00076103500761035,0.0,0.0
401,781928,2017-08-19,936,30-34,M,18,21,22,2916,0,0,1,1,0.0003429355281207133,0.0,0.0
402,781929,2017-08-20,936,30-34,M,18,21,21,6142,1,1,1,0,0.00016281341582546403,0.00016281341582546403,1.0
403,781950,2017-08-20,936,30-34,F,20,26,21,1984,0,0,1,0,0.0005040322580645161,0.0,0.0
404,781999,2017-08-20,936,30-34,M,24,30,29,9142,3,3,1,0,0.00010938525486764385,0.00032815576460293154,1.0
405,782001,2017-08-20,936,30-34,M,24,30,28,5475,2,2,1,1,0.00018264840182648402,0.00036529680365296805,1.0
406,782022,2017-08-20,936,30-34,F,18,24,20,8254,2,2,1,1,0.000121153380179307,0.000242306760358614,1.0
407,782026,2017-08-21,936,30-34,F,18,24,20,5704,1,1,1,0,0.0001753155680224404,0.0001753155680224404,1.0
408,782130,2017-08-21,936,30-34,F,16,18,21,7301,0,0,1,0,0.00013696753869332968,0.0,0.0
409,782134,2017-08-21,936,30-34,F,16,19,21,37873,5,6,1,1,2.6404034536477173e-05,0.00013202017268238586,1.2
410,782135,2017-08-20,936,30-34,F,16,20,17,25267,4,4,2,1,7.915462856690546e-05,0.0001583092571338109,1.0
411,782171,2017-08-20,936,30-34,F,30,31,32,535,0,0,1,0,0.001869158878504673,0.0,0.0
412,782180,2017-08-19,936,30-34,M,29,34,30,3396,0,0,1,0,0.0002944640753828033,0.0,0.0
413,782219,2017-08-19,936,30-34,M,26,27,32,977,0,0,1,0,0.0010235414534288639,0.0,0.0
414,782228,2017-08-19,936,40-44,F,63,64,66,12318,5,6,1,1,8.118201006656925e-05,0.00040591005033284623,1.2
415,782242,2017-08-19,936,30-34,F,28,34,31,4783,1,0,1,0,0.0002090738030524775,0.0002090738030524775,0.0
416,782275,2017-08-19,936,30-34,F,29,31,30,6475,1,1,1,0,0.00015444015444015445,0.00015444015444015445,1.0
417,782337,2017-08-20,936,45-49,F,16,18,19,104578,29,39,1,1,9.562240624223067e-06,0.00027730497810246895,1.3448275862068966
418,782407,2017-08-20,936,45-49,F,10,12,11,33664,11,12,1,0,2.970532319391635e-05,0.0003267585551330798,1.0909090909090908
419,782443,2017-08-20,936,40-44,F,20,25,24,979,0,0,1,0,0.0010214504596527069,0.0,0.0
420,782541,2017-08-20,936,40-44,F,28,29,30,7337,3,4,1,0,0.0001362954886193267,0.0004088864658579801,1.3333333333333333
421,782587,2017-08-18,936,30-34,M,10,13,16,2499,0,0,1,0,0.00040016006402561027,0.0,0.0
422,782647,2017-08-18,936,40-44,F,27,33,30,11244,3,4,1,0,8.893632159373888e-05,0.00026680896478121667,1.3333333333333333
423,782658,2017-08-23,936,30-34,M,15,17,19,4827,0,0,1,0,0.00020716801325875285,0.0,0.0
424,782694,2017-08-23,936,35-39,F,29,31,35,29035,7,8,2,2,6.888238333046323e-05,0.00024108834165662132,1.1428571428571428
425,782706,2017-08-23,936,35-39,F,30,32,32,761,0,0,1,0,0.001314060446780552,0.0,0.0
426,782754,2017-08-23,936,35-39,F,26,31,32,6532,1,1,1,0,0.00015309246785058175,0.00015309246785058175,1.0
427,782815,2017-08-23,936,40-44,F,10,16,15,11537,3,4,1,0,8.667764583513912e-05,0.00026003293750541737,1.3333333333333333
428,782816,2017-08-23,936,40-44,F,10,13,11,12183,3,2,1,0,8.208158909956496e-05,0.0002462447672986949,0.6666666666666666
429,782862,2017-08-23,936,35-39,F,64,70,67,5912,1,1,1,1,0.00016914749661705008,0.00016914749661705008,1.0
430,950068,2017-08-23,936,30-34,M,10,12,13,4012,1,1,1,0,0.0002492522432701894,0.0002492522432701894,1.0
431,950078,2017-08-22,936,30-34,M,16,22,17,12396,2,3,2,1,0.00016134236850596966,0.00016134236850596966,1.5
432,950079,2017-08-22,936,30-34,M,16,20,22,3142,0,0,2,2,0.0006365372374283895,0.0,0.0
433,950099,2017-08-22,936,30-34,M,18,23,23,1120,0,0,1,0,0.0008928571428571428,0.0,0.0
434,950109,2017-08-22,936,30-34,M,20,24,22,343,0,0,1,1,0.0029154518950437317,0.0,0.0
435,950170,2017-08-22,936,30-34,M,15,19,16,1720,0,0,1,1,0.0005813953488372093,0.0,0.0
436,950179,2017-08-22,936,30-34,M,16,22,19,3423,0,0,1,1,0.00029214139643587495,0.0,0.0
437,950182,2017-08-22,936,30-34,M,16,20,19,3242,0,0,1,0,0.00030845157310302283,0.0,0.0
438,950183,2017-08-22,936,30-34,M,16,22,19,15720,1,1,1,0,6.361323155216285e-05,6.361323155216285e-05,1.0
439,950200,2017-08-22,936,30-34,M,10,13,15,1217,0,0,1,1,0.0008216926869350862,0.0,0.0
440,950224,2017-08-22,936,40-44,M,20,21,23,2367,2,2,1,1,0.0004224757076468103,0.0008449514152936206,1.0
441,950326,2017-08-22,936,35-39,M,16,19,22,6607,1,1,2,0,0.0003027092477675193,0.00015135462388375965,1.0
442,950345,2017-08-23,936,30-34,M,64,66,65,616,0,0,1,0,0.0016233766233766235,0.0,0.0
443,950452,2017-08-23,936,45-49,M,16,22,22,5537,1,1,1,0,0.00018060321473722233,0.00018060321473722233,1.0
444,950463,2017-08-19,936,45-49,M,15,19,18,818,0,0,1,0,0.0012224938875305623,0.0,0.0
445,950495,2017-08-19,936,45-49,M,21,25,25,1909,1,0,1,0,0.0005238344683080147,0.0005238344683080147,0.0
446,950521,2017-08-18,936,30-34,M,21,27,25,351,0,0,1,0,0.002849002849002849,0.0,0.0
447,950531,2017-08-19,936,45-49,M,22,24,26,572,0,0,1,0,0.0017482517482517483,0.0,0.0
448,950537,2017-08-19,936,40-44,M,36,41,40,1884,1,1,1,0,0.0005307855626326964,0.0005307855626326964,1.0
449,950550,2017-08-19,936,30-34,M,30,35,36,219,0,0,1,0,0.0045662100456621,0.0,0.0
450,950577,2017-08-19,936,30-34,M,32,38,34,540,0,0,1,1,0.001851851851851852,0.0,0.0
451,950578,2017-08-19,936,30-34,M,32,37,37,550,0,0,1,0,0.0018181818181818182,0.0,0.0
452,950595,2017-08-18,936,30-34,M,26,30,31,465,0,0,1,0,0.002150537634408602,0.0,0.0
453,950609,2017-08-18,936,30-34,M,29,31,35,1761,0,0,1,1,0.0005678591709256105,0.0,0.0
454,950629,2017-08-23,936,30-34,M,65,67,68,152,0,0,1,1,0.006578947368421052,0.0,0.0
455,950631,2017-08-23,936,30-34,M,65,70,70,152,0,0,1,1,0.006578947368421052,0.0,0.0
456,950649,2017-08-23,936,30-34,M,64,67,70,429,0,0,1,0,0.002331002331002331,0.0,0.0
457,950745,2017-08-18,936,30-34,M,29,32,31,1514,0,0,2,2,0.001321003963011889,0.0,0.0
458,950770,2017-08-18,936,30-34,M,28,31,30,7780,3,4,2,2,0.0002570694087403599,0.00038560411311053987,1.3333333333333333
459,950772,2017-08-18,936,35-39,M,28,30,33,460,0,0,1,0,0.002173913043478261,0.0,0.0
460,950773,2017-08-18,936,35-39,M,28,29,32,471,0,0,1,0,0.0021231422505307855,0.0,0.0
461,950776,2017-08-18,936,35-39,M,28,29,32,2633,1,1,1,0,0.00037979491074819596,0.00037979491074819596,1.0
462,950787,2017-08-18,936,30-34,M,27,32,30,199,0,0,1,0,0.005025125628140704,0.0,0.0
